,Summary,Text
49,"Thane Municipal Corporation has restarted Star Grade, an application to report potholes, after several complaints were made about the same. It was launched two years ago and had reportedly become popular among residents. However, the app was stopped over non-renewal of its maintenance contract. Residents can upload pictures of potholes on the app and alert officials to take action.","You can now file complaints on potholes online. The pothole application, Star Grade, which had gained popularity last monsoon, was restarted after complaints related to potholes poured in. Launched by the Thane Municipal Corporation two years ago, the app had become popular among residents. ?The application started functioning two days ago. However, it is still in testing phase and we haven?t formally launched it. The formal launch will take place next week. People who knew about the application use it. We have received one complaint till now,? said an official from TMC requesting anonymity.The application had stopped because the contract with the agency had not been renewed. The official said, ?We had not renewed the contract of the agency which handled the application. We have signed an annual maintenance contract with the same agency.?He said the contract was not renewed as the corporation plans to expand the application. ?We want to include other complaints such as pipe burst, water leakage, uncollected garbage, unclean roads, water supply, open manholes, waterlogging, choked nullahs and poor conditions of the footpaths,? he added.The app has registered more than 1,000 complaints on an average in the last two monsoons. Last year, the application recorded more than 900 complaints out of which the maximum complains were from Majiwada, followed by Railadevi and Lokmanya Nagar areas.About the applicationThe residents can download the application, take the photo of a pothole and upload it on the app. The app is backed by GPS (Global Positioning System), so the location of the pothole will be automatically uploaded.Complaints are supposed to be addressed within 24 to 36 hoursThe app displays the status of the complaint along with the details of the complainant.The app is linked to TMC websitesAndroid users can download it from play store while the IOS and Windows users can log on to stargrade.thanecity.gov.in."
50,"Virat Kohli's fan Nikash Kanhar, who hails from Kandhamal district in Odisha, sold off his mother's jewellery to finance his travels and meet the cricketer. The 33-year old private bus conductor has met Kohli four times, the last being at the second ODI in Cuttack. ""Kohli asks me about myself whenever he sees me,"" said Nikash.","You all know Sudhir Gautam who paints his body in the India tri-colour and wears Sachin Tendulkar's name on his chest. You have heard about Mahendra Singh Dhoni's crazy fan Ram Babu. Now meet Nikash Kanhar, a Virat Kohli die-hard fan.Hailing from Kandhamal district in central Odisha, the 33-year old private bus conductor has met his idol Kohli four times, the last being at the second ODI in Cuttack. (Also read: Virat Kohli, Yuvraj Singh grateful to fans for energy and support)On Sunday during India's third and final ODI against England at the Eden Gardens here, Nikash was seen with the Indian flag in hand and donning a 'Virat' Team India jersey in the stands waving the Indian tri-colour relentlessly.""I watch matches at Visakhapatnam, Cuttack, Ranchi, Kolkata and sometimes in Punjab,"" Nikash told IANS on the eve of the tie.Like Sudhir and Ram, Nikash has also renounced a lot for the love of the game and his hero Kohli, one of the world's finest batsmen at the moment.""I do not have the finances to travel across India but I want to watch every game our country plays. I have shunned the daily household chores and my responsibilities for this and my favourite Virat Kohli."
51,"Uttar Pradesh Chief Minister Yogi Adityanath made a surprise visit to the Hazratganj police station in Lucknow. After inspecting the police station for 30 minutes, Yogi Adityanath said police should be people-friendly and steps will be taken to maintain law and order in the state. Adityanath directed police to provide better accommodation to women officers and recruit more women.","Yogi Adityanath, the new Uttar Pradesh chief minister, made a surprise visit to the Hazratganj police station in Lucknow.Following an inspection of the police station, Yogi Adityanath said police should be people-friendly and steps will be taken to maintain law and order in the state.During the 30-minute inspection, DGP Javeed Ahmad, IG Satish Ganesh and SSP Manzil Saini were present.Yogi Adityanath visited the mahila (woman's) police station, the local police station and the circle officer's chamber during the inspection. The BJP fought the election in Uttar Pradesh on the development plank and promised to improve the law and order situation in the state.THE THREE ISSUES YOGI ADITYANATH DISCUSSED:#Chief Minister Yogi Adityanath said women police officers should be provided better accommodation facilities. He also asked the department to prepare a plan to recruit more women in the police.#He asked for better relationship between the citizens and the police force. The issues he stressed on: there should be seating facility for those visiting the police station; police should be cordial to people; clean drinking water should be available at all police stations.#He also discussed the growing menace of cyber crime with the department and asked for more focus on the cyber crime cell.OTHER MAJOR DECISION OF THE CHIEF MINISTER: Yogi Adityanath, in less than a week since assuming office, has taken several big decisions in line with the promises made by the party in its election manifesto.The chief minister ordered the state police to form anti-Romeo squads to check eve-teasing. These squads, to be deputed near schools and colleges, are carrying out awareness drives across cities. In Lucknow zone, the IG will monitor these squads.Yogi Adityanath also ordered a blanket ban on cow smuggling and said zero tolerance would be exercised against offenders. This in in addition to the government's crackdown on illegal slaughterhouses--the BJP had promised to close illegal slaughterhouses in the state in its election manifesto. Since Yogi Adityanath took oath as the chief minister on March 19, several illegal slaughterhouses have been sealed in Meerut, Ghaziabad, Allahabad among other places.On Wednesday, the Uttar Pradesh chief minister banned consumption of gutkha, pan masala in state government offices. While visiting the old CM's office in Lucknow, Yogi Adityanath was furious to see paan stains all over the office.On Tuesday, Yogi Adityanath met Union Tourism Minister Mahesh Sharma and is learnt to have discussed the construction of a huge Ramayana museum in Ayodhya. The Centre has already allocated a fund of Rs 154 crore for the ambitious project.ALSO READ:Romeos must die: On Yogi Adityanath's orders, UP police forms squads to crack down on eve-teasers ÃÂ  "
52,"Terming Pakistan-occupied Kashmir as the root cause of the persistent Kashmir unrest, Yoga guru Baba Ramdev has said the only solution to the problem at this point of time is India acquiring the PoK territory. ""PM should look into this issue and make a start in a phased manner to acquire PoK,"" Ramdev added.","Yoga guru Baba Ramdev has come out with a very specific demand for the Narendra Modi government- take Pakistan-occupied Kashmir (PoK) back from Pakistan. Terming PoK as the root cause of the persistent Kashmir unrest, he said PM should work in this direction to rid the northern state from its longstanding turmoil. "
53,"A Karnataka man was forced to carry his mother injured in a hit-and-run case to a hospital on foot after failing to get an ambulance and help in time. Reportedly, the ambulance arrived one hour after the accident. The woman was given first aid at a government hospital and was referred to a private hospital, but died on the way. ","Yet another heart wrenching story of apathy has been reported in Karnataka. A young man was forced to carry his unconscious, and injured mother on footÃÂ  until help came by. He requested several people for help and even requested for an ambulance but did not get it in time.The incident took place at Udanoor cross in Kalburgi where Siddamma was walking with her son Ninganna. She had come to the city to meet her daughter. Siddama was rammed by a motorbike. Immediately after the accident, locals rushed to the spot and Ninganna found her mother lying in a pool of blood. She suffered head and leg injuries. Ninganna pleaded with several people around to help him take his mother to a hospital. But his pleading fell on deaf ears. For about 45 minutes he sought help, two policemen who were seated in a police van which was parked nearby also remained mute spectators.The locals tried calling an ambulance, but no ambulance turned up. Finally Ninganna decided to take his mother by foot towards the closest hospital.It is only after a crowd that had gathered there asked the police to help the young man, that they were transported to the nearest general hospital.Siddamma was given first aid by the government hospital and was later referred to a private hospital as they did not have facilities to treat her injuries. Unfortunately, Siddamma died on the way to the private hospital.ÃÂ  A bike and ambulance arrived at the spot an hour late. Locals said that had she got access to the ambulance on time she would have been alive.Also read:ÃÂ "
54,"Kerala Police has arrested a production executive named Kiran Kumar following a complaint filed by Malayalam actress Mythili after he posted her private pictures on social media. Kiran and Mythili were reportedly in a relationship also, which Mythili is said to have ended when she got to know that Kumar was married. He was allegedly blackmailing the actress for ransom.","Yet another blackmail bid in the Malayalam film industry has come to light with the arrest of a production executive on Sunday following the complaint of actor Mythili. The Ernakulam North Police arrested Kiran Kumar (38), who hails from Palakkad for posting defamatory photographs of the actor on social media, according to media reports.?Kumar was in a relationship with the actress during 2008. However, she ended the relationship when she came to know he was married,? the reports quoted a police officer as saying.?Subsequently, Kumar used to visit her shooting locations and residence and create scenes. He demanded Rs 75 lakh and threatened if she failed to give the money he will post sensitive photos he took on social media. As she complained about the matter to the police, he did not upload the photos at the time,? the New Indian Express quoted the officer as saying. However things changed after she gained popularity and he decided to upload the said pictures. The actor?s pictures with the man soon went viral on Whatsapp and Facebook. It was then that the actor complained to the police.?The preliminary inquiry suggests a few persons are also involved in propagating the photographs on social networking sites. They will also be arrested,? said Ernakulam assistant commissioner K Laljy. The accused has been booked under sections 354 (assault or criminal force to woman with intent to outrage her modesty) of IPC and 66 (A) of the IT Act, one of the reports said.Follow @htshowbiz for more"
55,"Veteran actor Dilip Kumar has been admitted to Lilavati Hospital in Mumbai, following kidney complications and dehydration. The doctors treating the 94-year-old actor have said that he is stable and currently recuperating in the general ward while adding, ""There is no cause for concern."" The veteran actor had also been hospitalised twice last year due to medical reasons.","Yesteryear superstar Dilip Kumar was rushed to Lilavati Hospital on Wednesday owing to kidney complications and dehydration.Doctors said he is stable and currently recuperating in the general ward. ?There is no cause of concern.??The major reason of his admission was dehydration, which simultaneously impacts other organs as well,? doctors at the hospital said.The 94-year-old Bollywood actor has been facing medical complications in recent years. Last year, he was hospitalised in April due to fever and nausea, and in December to treat a swelling in his right leg.Kumar has acted in over 65 films in his career spanning over six decades and is known for his iconic roles in movies like Devdas (1955), Naya Daur (1957), Mughal-e-Azam (1960), Ganga Jamuna (1961), Kranti (1981), and Karma (1986).He is also honored with Padma Bhushan in 1991, Dadasaheb Phalke Award in 1994 and India?s second highest civilian award, Padma Vibhushan, in 2015. The Government of Pakistan has honoured him with its highest civilian honour, the Nishan-e-Imtiaz, in 1997.Follow @htshowbiz for more"
56,"After a Kerala couple's Facebook Live video of the cops moral policing them over public display of affection (PDA) went viral recently, the state police chief has posted an apology note on his Facebook page. ""In our country we impose self-restrain on PDA due to our culture and tradition,"" writes the chief, ""though there is no legal ban for PDA.""","Yesterday, we reported a story of how some Kerala police officers detained of a man and woman from the Napier Museum compound in Kerala's Thiruvananthapuram, accusing them of indulging in ""vulgar"" activities.#FYI: Kerala youngsters go live on Facebook as cops try to moral policeResponding to this incident of moral policing, Kerala Police Chief posted an apology note on Facebook, pointing out that no one, not even the police, ""has the right to disturb or harass any couple anywhere,"".The state police chief wrote that an inquiry has been initiated to investigate the matter.""In our country we impose self-restrain on Public Display of Affection (PDA) due to our culture and tradition,"" writes the chief, ""though there is no legal ban for PDA.""The youngsters detained yesterday had gone live on Facebook to get back at the police officers harassing them, who weren't able to specify what sort of ""indecent"" act they were caught in. Soon, the video went viral, garnering over 65,000 views within six hours. The Kerala Police Chief wrote that he was ""pained"" to learn about the incident, adding that the police is the ""law enforcement agency,"" and not the ""moral keeper of the society,"".HERE'S THE CHIEF'S FULL APOLOGY NOTE:""I am pained to learn the complaint (though I have not received), about some police personnel (Vanitha Police), who reportedly misbehaved with a couple in the premises of the Museum, Thiruvananthapuram yesterday (21.02.2017). This, I wish, had not happened. As the State Police Chief, I have ordered an enquiry to be conducted by Shri. Manoj Abraham IPS, IGP, Thiruvananthapuram Range. The law of the land is very clear. No one has the right to disturb or harass any couple anywhere more so in public places. In our country we impose self-restrain on Public Display of Affection (PDA) due to our culture and tradition, though there is no legal ban for PDA."
57,"SS Rajamouli, director of film franchise 'Baahubali', has revealed that actor Aamir Khan is interested in doing his film based on the epic 'Mahabharata'. Earlier, Aamir had said that he would love to play the role of Krishna if he's cast in the project. The film will reportedly be made on a budget of ?400 crore. ","Yes, you read that right! Filmmaker SS Rajamouli had apparently discussed the possibility of his gargantuan project on Mahabharata with Bollywood superstar Aamir Khan. Though the talks are still in nascent stage, Rajamouli went on the record saying that his dream has always been to direct Mahabharata.Speaking about the mammoth project, Rajamouli was quoted by Bollywoodlife as saying, ""I want to do Mahabharata and I have said that many times but definitely not immediately after Baahubali. Mahabharat is such an epic that I need to up my craftsmanship to handle such a subject. Yeah I met Aamir ji once quite sometime back and we spoke about Mahabharata. I know that he's very much interested in doing the film. But as I said, at present I am not thinking anything beyond Baahubali. Mahabharata is definitely not after this.""Interestingly, Aamir Khan himself expressed his desire to work with Rajamouli during the promotion of Dangal. He said, ""I am a huge fan of Rajamouli's work and if he ever plans to make Mahabharata, I'd love to play Krishna or Karna. I might actually go with Krishna."" If things fall into place, Mahabharata will be one of the biggest films in the history of Indian cinema.Meanwhile, Rajamouli awaits the release of Baahubali: The Conclusion, which is slated to release on April 28.Made on a lavish budget of Rs 200 crore, Baahubali: The Conclusion has already yielded profits for the producers even before its release and reportedly raked in Rs 500 crore.The film has Prabhas, Rana Daggubati, Anushka Shetty and Tamannah in the lead, while Ramya Krishnan, Sathyaraj and Nasser play pivotal roles.WATCH Baahubali vs Bhallala Deva: Prabhas and Rana Daggubati arm-wrestle it out"
58,"As per reports, actor Akshay Kumar will be seen sporting twelve different looks in the upcoming film '2.0'. Reports also stated that actor Rajinikanth will be seen playing five different characters in the science-fiction film. Being made on a budget of over ?350 crore, '2.0' is expected to be the most expensive film produced in India.","Yes, you read that right! Economically, 2017 is going to be a landmark year for Indian cinema, as we have two mega-budgeted projects like Shankar's 2.0 and SS Rajamouli's Baahubali: The Beginning slated to release.While the team is wrapping up the remaining portions for the film, an interesting news has made it online.According to a report in Mid-Day, Thalaivar Rajinikanth will be essaying 5 characters in the film. Apart from Dr.Vaseegaran and Chitti-The Robot, Rajinikanth will play two dwarves and a villain. Interestingly, Bollywood superstar Akshay Kumar, who has been roped in to play the prime antagonist, will be seen sporting 12 different looks for the film. Going by the reports, it looks like the audiences are in for an enjoyable ride. It may be noted that Rajinikanth, speaking at the first look launch event, went on the record  saying that Akshay Kumar is the real hero of the film.Made on a lavish budget of Rs 400, 2.0 is touted as the costliest Asian film, which is slated to release on Diwali this year.Recently, the satellite rights of the film was bagged for a whopping price of Rs 110 crore. Directed by Shankar, the film also has Amy Jackson, Sudhanshu Pandey and Adil Hussain in pivotal roles.Produced by Lyca Productions, the Academy Award winner AR Rahman is in charge of the music, while Nirav Shah will crank the camera.SEE PIC: Rajamouli, Prabhas, Rana, Karan click Baahubali 2 selfie"
59,"The Dubai police have officially inducted the world's first operational robot police officer into the force. The 'robocop' is over 5 feet tall, weighs 100 kg and has a facial recognition software with which it can identify offenders. The robot is capable of speaking six languages and people can use its built-in tablet device to access various police services.","Yes, it is true. Dubai will now have a robot patrolling the city streets as a police officer.The world's first operational robot police officer was officially inducted into the Dubai police force at the 4th Gulf Information Security Expo and Conference (GISEC) on Sunday.This robot -- or as it is know, the robocop -- is around 5-foot tall and weighs a 100kg. It can not only identify hand gestures from a distance of up to 1.5 metres, but can also detect people's emotions and facial expressions.In other words, the robocop can tell when you are happy, sad or even smiling, and will itself respond accordingly ""to put people at ease"".The robocop comes with other special features, such as its facial recognition software with which it can identify offenders. With this tool, the robocop can also broadcast live video feeds to the police command room. ""With an aim to assist and help people in the malls or on the streets, the robocop is the latest smart addition to the force and has been designed to help us fight crime, keep the city safe and improve happiness levels,"" a Gulf News report quotes Brigadier Khalid Nasser Al Razouqi, General Director of the Smart Services Department at Dubai Police.Brigadier Khalid Nasser Al Razooqi on @DubaiPoliceHQ launching their Robocop and their vision for security and safety. #GISEC2017pic.twitter.com/eMFf2bRZBCThe newly-recruit robocop can speak in six different languages. Apart from being able to chat with people, the robocop can also shake your hand and offer a millitary salute.Needless to say, the robocop's in-built integrated system will have it connected to social media and other applications.At this point, we won't be even surprised if the robocop can also tap dance."
60,"A 108 ambulance driver has been arrested in Maharashtra for allegedly smuggling liquor in the vehicle. The police intercepted the accused after a tip-off and found 25 bottles of Indian Made Foreign Liquor (IMFL) worth ?5,000 hidden inside. The driver was placed under suspension, according to reports. ","Yavatmal, Jun 29 (PTI) Driver of an 108 ambulance was arrested last night for allegedly smuggling Indian Made Foreign Liquor (IMFL) in the vehicle. "
61,"Wriddhiman Saha scored his maiden double century as Rest of India beat Ranji Trophy champions Gujarat to win the Irani Trophy by six wickets on Tuesday. He shared a 316-run fifth-wicket stand with Cheteshwar Pujara, who scored his 37th first-class century. The Irani Trophy is an annual one-off match played between the Ranji winners and a Rest of India team.","Wriddhiman Saha made a sterling comeback to slam his maiden hundred and help Rest of India lift the Irani Cup against Ranji Trophy champions Gujarat. (No pressure of competition vs Parthiv Patel, says Saha)Chasing 379 for victory, RoI were in trouble at 63/4 before Saha (203 not out) and Cheteshwar Pujara (116 not out) added 316 for the fifth wicket to script a six-wicket victory.Congrats! Rest of India on winning Irani Cup, 2017 @cheteshwar1@Wriddhipops@Paytmpic.twitter.com/tUZjCjobSWSaha was India's first-choice wicketkeeper in the Test team up until the Vizag Test against England before he had to be ruled out because of injury. He was replaced by Parthiv Patel for the last three Tests and the southpaw made it count with two half-centuries.WATCH VIDEO HEREHowever, now the selectors would be under pressure to think long and hard about which wicketkeeper to pick for the one-off Test against Bangladesh next month and the four-Test series against Australia which starts soon after.Rest of India had started the chase on a bad note as openers Akhil Herwadkar and Abhinav Mukund could only add 29 runs in 10 overs before Karan Patel sent back Herwadkar, who scored 20 runs in 49 balls.After seven overs, another opener Mukund (19) was also sent packing by Hardik Patel. He was caught by Dhruv Raval.Middle-order batsmen Karun Nair (7) and Manoj Tiwary (7) also failed to step up to the occasion as both were dismissed cheaply by Hardik Patel and Mohit Thadani."
62,"Japanese company Konica Minolta has created a gadget called Kunkun Body that checks users' body odour for ?17,000. It can test for smells near the head, behind ears, under armpits, and around feet and rate them in three levels of severity. For example, on detecting high readings of smells, the gadget's connected smartphone app would display, ""Immediately care is needed.""","Worried your body odour is out of control but suspect your colleagues are too polite to say anything about it? Now there?s an app for that, too.A Japanese tech company has begun selling a device that allows people to self-test their sweaty exteriors for three categories of smell.The pocket-sized detector, which looks like a tape recorder, connects by Bluetooth to a smartphone app that divulges the potentially ominous results in a suitably discreet manner.Konica Minolta, the firm previously best known for producing cameras and printers, believes there is a market for the odour checker in Japan because people are ?particularly sensitive to smell?.There is even a word in Japanese for the behaviour of office workers who annoy others with their noxious aromas ? sumehara, or ?smell harassment?.At a launch event in Tokyo on Thursday, this reporter discovered the inevitable consequences of walking 30 minutes in the searing summer sun to get to the venue.A check behind the ear revealed fairly high readings of sweat smells and middle-fat odours. ?Immediately care is needed,? the app warned in a message on the results page.There was, however, nothing detected in the category kareish? ? which translates as old-age smell, commonly associated with the substance 2-nonenal.Daisuke Koda, who is the incubation lead at Konica Minolta Japan?s business innovation centre, said the idea arose after a discussion he had with several male colleagues, all aged about 40, two years ago.They were discussing the increasingly intense summer heat and confided in each other that they sometimes were afraid of how they smelled.?We looked for a device to measure body smell, only to find that there was no device at all to tell the different types of smells,? Koda told the Guardian.?That prompted us to think it might be an opportunity for a new business and we continued our research further deeper.?Studies showed that the number one etiquette concern in the workplace was body smell, Koda added. At the same time, people found it difficult to speak out about another colleague?s odours.?We see challenges that these people are aware of but nobody has a solution for,? he said.The resulting device is called Kunkun Body, which takes its name from the Japanese word for sniff. It can be used to test for smells in four locations: near the head, behind the ear, under the armpit and around the feet.The device is available to Japanese buyers as part of a set of care products in a crowdfunding drive launched on Thursday morning. Early adopters are offered discounts on the recommended retail price of 30,000 yen (US$265 or ÃÂ£206) with the devices set to be delivered later this year.The company said it had no current plans to sell the device outside Japan.It?s not the first device aimed at addressing smell-related worries in Japan. Last year, Sony released a portable aroma diffuser called Aromastic. Owners of the device, dubbed an ?aromatic Walkman?, can select which scent they want to be emitted in their vicinity.In a bid to beat the notoriously hot and humid summer conditions, people in Japan often carry around handkerchiefs to wipe away sweat and parasols to block the sun?s rays.In June last year, retailers and manufacturers reported an increase in sales of antiperspirants and wipe products compared to the previous year, according to a report by Jiji Press."
63,"Patna-based Mahavir Mandir Trust has asserted that construction of the Viraat Ramayan Mandir? which it claims will be the world's largest Hindu temple? will begin in 2017 after Holi. ""We modified our original plan after Cambodia raised objection to our Viraat Ramayan Mandir, saying it is a replica of Angkor Wat,"" the Trust said.","Work is set to start soon to build what could well be the world's largest Hindu temple -- in Bihar.Those behind the idea say no more hurdles are left for the construction to begin after Holi festival next year, now that the original plan was modified following objections from the Cambodian government.""We modified our original plan after Cambodia raised objection to our Viraat Ramayan Mandir, saying it is a replica of Angkor Wat,"" said Acharya Kishore Kunal of the Patna-based Mahavir Mandir Trust.""We are set to start work after Holi, which will be an auspicious time,"" he said.A former Indian Police Service officer, Kunal said the design or architecture of the proposed temple will have nothing to do with Angkor Wat, visited by millions every year.Also read: Cambodia's protest hinders Virat Ramayan Mandir construction in BiharThe Cambodian temple complex was built in the 12th century during king Suryavarman's rule and is now a Unesco World Heritage site.The proposed temple will come up over 165 acres at Janki Nagar near Kesaria in West Champaran district, about 150 km from Patna. It will cost over Rs 200 crore in the first phase.That is when the Ramayan Mandir and a Shiv and Mahavir temple each would be built.HIGH OCTANGULAR SPIRESIts main attraction will be its 405-feet-high octangular spires. It will be taller than the Angkor Wat temple, which is 215 feet high. The complex will comprise 18 temples.It will have a Shiva Linga, 44 feet tall and 33 feet in circumference -- proposed to be the tallest in the world.Also read: Angkor Wat shrine inspired Bihar temple on Cambodian radar Kunal said when work on the temple was to start last year, the Cambodian government raised objections with New Delhi, saying it was a copy of Angkor Wat. Kunal and his team then re-exmained their plan. The modified plan was sent to Phnom Penh last year and again early this year through the Ministry of External Affairs.The Cambodian embassy in New Delhi reportedly indicated that in case of any objection, it will suggest modifications. NO RESPONSE FROM CAMBODIAN EMBASSY""I have been informed by our government that there is no response from the Cambodian embassy,"" Kunal said. ""So, a decision has been taken to start the construction work.""He said the temple design has been influenced by over a dozen famous temples in India and abroad, particularly Thailand and Indonesia."
64,"Indo-Pakistani writer and playwright Saadat Hasan Manto was born on May 11, 1912 and Thursday marked the late author's 105th birth anniversary. Considered to be one of the greatest writers of short stories in South Asian history, Manto's works mostly revolve around the Indo-Pakistan partition. 'Toba Tek Singh', 'Thanda Gosht', 'Khol Do' and 'Kaali Shalwar' are among his works.","Words don't come easy when it comes to describing the literary prowess of Saadat Hasan Manto. The storyteller, whose fearless thoughts and writings painted a vivid picture of the chaos that ensued post partition in 1947, succumbed to liver cirrhosis at the age of 42 in 1955--but that hasn't deterred his words from making their mark even years after his demise.From Toba Tek Singh to Khol Do, Manto'sÃÂ courage to pen down the harsh realities of the society didn't come without its share of hurdles. But were theÃÂ  legal battles, criticisms and controversies going to discourage Manto's pen? Not in the least. Also Read: India Today Conclave 2017: Nawazuddin Siddiqui makes first-ever appearance as Saadat Hasan MantoWATCH: Nawazuddin Siddqui slays it as Saadat Hasan Manto in Nandita Das's BigShortÃÂ He continued penning down his thoughts and went on to become one of the greatest short stories writerÃÂ of South Asian literature. Today, onÃÂ his 105th birth anniversary, let's celebrate the literary genius of Saadat Hasan Manto throughÃÂ fiveÃÂ musings that are reflective of the playwright'sÃÂ thoughts on life, society and remembrance.Also Read : 7 Charles Dickens quotes about love, poetry, hope and humourOn societyOn remembrance"
65,"Hollywood studio Warner Bros. has announced December 13, 2019 as the release date for the sequel to the 2017 film 'Wonder Woman'. It has been reported that Gal Gadot will return as the titular character while the return of Patty Jenkins as the director has not been confirmed yet. Notably, 'Wonder Woman' became the highest-grossing film by a female director. ","Wonder Woman 2 is set to storm theatres on December 13, 2019, Warner Bros. announced the date late Tuesday.Wonder Woman star Gal Gadot is set to reprise her role as Diana of Themyscira. But a director has yet to be set. Patty Jenkins is still in negotiations for the job.This image released by Warner Bros. Entertainment shows Gal Gadot in a scene from Wonder Woman. 
							(AP)
						Jenkins? Wonder Woman is still chugging along at the box office, with over $389.7 million from North American theatres. It recently surpassed Guardians of the Galaxy Vol. 2 to become the top domestic earner of the summer movie season and the second-highest of the year, behind Beauty and the Beast.Follow @htshowbiz for more"
66,"Female IPS officer Charu Nigam, who broke down after an argument with a BJP MLA in Gorakhpur, has said her tears should not be mistaken as a sign of her weakness. ""I just did not expect that my SP city Ganesh Saha Sir would outrightly reject the irrational argument and talk about my injury,"" said Nigam in a Facebook post.","Woman IPS officer Charu Nigam, who broke down on camera after BJP MLA Radha Mohan Das Aggarwal got into a heated argument with her in Chief Minister Yogi Adityanath's parliamentary constituency Gorakhpur on Sunday, today posted a courageous note on Facebook, saying her tears should not be mistaken as a sign of her weakness.""Meri aansuon ko meri kamzori na samajhna. Kathorta se nahi, komalta se ashk jhalak gaye. (Please don't take my tears as a sign of weakness. Not out of harshness, but the eyes welled up from tenderness),"" she began her post with a couplet.Then she hit a personal note, which suggests the poetry may be her own. ""Mahila adhikari hoon, tumhara ghurur na dekh payega. Sachchai mein hai zor itna apna rang dikhlayega (I am a woman officer, your arrogance will not see that. The power in truth will show its colours soon),"" she went on.Then the young trainee Indian Police Services officer thanked the people and the media for standing by her against a powerful politician.WHAT DID CHARU NIGAM WRITE IN HER POST""To everyone who has turned up in my support: My training hasn't taught me to be weak. I just did not expect that my SP city Ganesh Saha Sir would outrightly reject the irrational argument and talk about my injury. Before sir came, I was the seniormost officer in police there but when sir came and stood by the force, I got emotional. Media has taken this stand because everyone of them saw both the incidents and this shows the positivity of media in Gorakhpur. I am thankful to them to have shown the truth with least manipulation. I believe that good gets good and that's why I have got the support of the media. Please stay calm! I am fine and slightly hurt. Nothing to be agitated or worried about. Regards, Charu,"" she posted.On Sunday, when some people were protesting against a liquor shop in Gorakhpur's Kareemnagar area, the police led by Nigam tried to clear the road since the protesters were blocking the traffic. BJP MLA Radha Mohan Das Aggarwal reached the spot and questioned the IPS officer about her action and told that there had been orders by the state government that liquor shops will not function in residential areas.In a video that has gone viral, Aggarwal can be heard shouting and misbehaving with Nigam, who is soon reduced to tears. ""The MLA misbehaved with me and refused to acknowledge in full public view that he is speaking to a woman police officer,"" she said.Also read | In Yogi's bastion Gorakhpur, BJP MLA shouts at IPS officer reducing her to tears, refuses to apologise"
67,"Delhi Police has issued an advisory to put the capital on high alert and advised 'special anti-terror' arrangements for the Kanwar Yatra pilgrims. Reportedly, quick reaction teams and commandos will guard the Kanwar Yatra routes and other vital establishments like malls, metro stations, and airports. This comes after seven Amarnath Yatra pilgrims were killed on Monday.","Within hours of terror  attack in Jammu & Kashmir that left seven pilgrims dead and several injured, the Delhi police issued an advisory putting the Capital on high alert and advising security cover for Kanwar Yatra. The yatra started on Monday where thousands of devotes will undertake the annual pilgrimage on foot from Haridwar and pass Delhi till July 21. Read: Amarnath yatra terror attack LIVE: High-level meet chaired by Rajnath Singh underwayAccording to the advisory issued by anti-terror unit special cell?s DCP, Pramod Kuswah, ?special anti terror? arrangements have been advised for Kanwar Yatra. ?In view of the terrorist attack at Anantnag on pilgrims and security forces during the Amarnath Yatra, it is advised that proper anti-terror arrangements should be put in place at all vital installations, business establishments and other vulnerable targets, including crowded markets, malls, religious places, metro stations, airport, railway stations...? the advisory reads.The DCP has also instructed the local police to put quick reaction teams on the route.Police sources said commandos will guard the routes across parts of north and north east Delhi, from where Kanwars enter the city. Temporary towers with snipers will also be placed on the route along with SWAT?vehicles, which will be able to deal with any situation. "
